did,url,title,body
20192013-25,http://agask.uqcloud.net/agotatorapi/resources/20192013.pdf,Deep-phosphorus: Long-term economics of applicationsÃ¢ÂÂCentral Queensland,Comet River 2016 Comet River 2018 Emerald 2017 Emerald 2019 Dysart 2017 Dysart 2019 Dululu 2017 Dululu 2019 FR 1623 1239 1720 2650 522 1243 2686 413 0 1998 1310 1740 2753 609 1376 2915 798 20 2424 1482 1651 2709 1142 1910 3221 981 40 2467 1562 1709 2740 1225 2281 3242 971 Implications for growers Where Colwell P levels are low (<10 mg/kg)  deep-P appears to offer strong economic returns in most situations. There were a number of sites where other constraints  particularly N and K deficiencies  have limited P responses in CQ. This means growers need to take into account the full nutrient status of their soils and apply nutrition in line with the improved Ã¢ÂÂnon-P-limitedÃ¢ÂÂ yield potential.
20192013-11,http://agask.uqcloud.net/agotatorapi/resources/20192013.pdf,Deep-phosphorus: Long-term economics of applicationsÃ¢ÂÂCentral Queensland,these costs have not been included as they may not be necessary for growers depending on soil nutrient status. As noted above  K and S were applied to eliminate other nutrient deficiencies where required and to ensure measured responses were to P. Whilst some sites have shown positive responses to K  especially in CQ chickpea crops  no sites have responded to S. If K levels are also low  applying a blanket rate of 50 kg/ha would add ~$50/ha to the total treatment cost. N costs could be reduced if P was applied into a high N environment.
20192013-18,http://agask.uqcloud.net/agotatorapi/resources/20192013.pdf,Deep-phosphorus: Long-term economics of applicationsÃ¢ÂÂCentral Queensland,Dysart yield responses (kg/ha). 2014 Sorghum 2015 Sorghum 2016 Sorghum 2017 Chickpea 2018 Sorghum 2019 Chickpea FR 2606 2713 1845 522 2282 1243 0 2845 2994 2149 609 2655 1376 20 3342 3476 2512 1142 3496 1910 40 3355 3283 2091 1225 3553 2281 This experience of deep-P responses being limited by subsequent constraints were not uncommon across sites in both CQ and Southern Queensland. In CQ  there were positive responses of 7-21% in 0P treatments where tillage was conducted and K  N and S were applied  these treatments were included to ensure that P responses could be separated from the correction of other background constraints.
20192013-5,http://agask.uqcloud.net/agotatorapi/resources/20192013.pdf,Deep-phosphorus: Long-term economics of applicationsÃ¢ÂÂCentral Queensland,There are now multiple years of data that support the use of deep-phosphorus (P) as an economic option to address low and declining levels of subsoil P. Figure 1. Trial site distribution What was done This analysis is focused on trial sites in Central Queensland (CQ) where P was applied as monoammonium phosphate (MAP) and at least four years of crop data are available. Additional sites with limited years of crop data have been excluded from the dataset.
201645-33,http://agask.uqcloud.net/agotatorapi/resources/201645.pdf,Northern Farming Systems siteÃ¢ÂÂPampas,only the three systems with NUE below the baseline system are those with higher relative N balance. Implications for growers So far this experiment has demonstrated that alternative crops like canola and durum wheat can have a positive impact on both nematode populations  subsequent grain yields without large negative impacts on system water or nitrogen use efficiency. The impact of nematodes on reducing the grain yield of mungbean and propagating their populations demonstrates that double crops or two susceptible crops is high risk and should be avoided where nematode populations are significant.
201645-30,http://agask.uqcloud.net/agotatorapi/resources/201645.pdf,Northern Farming Systems siteÃ¢ÂÂPampas,Generally the systems with a higher NUE were those with a more negative N balance; only the three systems with NUE below the baseline system are those with higher relative N balance. Implications for growers So far this experiment has demonstrated that alternative crops like canola and durum wheat can have a positive impact on both nematode populations  subsequent grain yields without large negative impacts on system water or nitrogen use efficiency.
201645-27,http://agask.uqcloud.net/agotatorapi/resources/201645.pdf,Northern Farming Systems siteÃ¢ÂÂPampas,The impacts on the subsequent sorghum crops have not been included here  but are likely to bring both systems back to similar system WUE. Ã¢ÂÂ¢ Field pea did not perform well at the site and hence lag behind the others in terms of systems water use efficiency. Significant benefits for subsequent crop productivity are required to make up for this shortfall.
201645-3,http://agask.uqcloud.net/agotatorapi/resources/201645.pdf,Northern Farming Systems siteÃ¢ÂÂPampas,Pratylenchus thornei numbers increased dramatically with double crops of susceptible varieties while resistant varieties (e.g. durum wheat and canola) or fallows have seen populations slowly decline. 2. Mungbean yields were higher following canola than other winter crops such as wheat or faba beans.
201645-31,http://agask.uqcloud.net/agotatorapi/resources/201645.pdf,Northern Farming Systems siteÃ¢ÂÂPampas,The impact of nematodes on reducing the grain yield of mungbean and propagating their populations demonstrates that double crops or two susceptible crops is high risk and should be avoided where nematode populations are significant. This  and the impact on subsequent crop yields  should be taken into account when assessing double crop options in the farming system. Our systems have also demonstrated some of the complications with some systems such as managing residual herbicides and volunteer crops as weeds in subsequent crops (e.g. field pea).
20171830-2,http://agask.uqcloud.net/agotatorapi/resources/20171830.pdf,Efficacy of residual herbicideÃ¢ÂÂDarling Downs,Key findings 1. Combining different modes of action can provide better control of broadleaf and grass weeds. 2.
20171830-35,http://agask.uqcloud.net/agotatorapi/resources/20171830.pdf,Efficacy of residual herbicideÃ¢ÂÂDarling Downs,Cotton establishment counts 13 December 2017 at Jondaryan Trial Two Columns with similar letters are not significantly different P(0.05) 148 | QUEENSLAND GRAINS RESEARCH 2017Ã¢ÂÂ18 Implications for growers Weed control during fallow periods of a cropping program can be challenging particularly for weeds such as sowthistle  ABYG and feathertop Rhodes grass. Residual herbicides can provide important alternatives to knockdown herbicides such as glyphosate. These trials indicate that combining herbicides with different modes of action can provide better and more consistent control of broadleaf and grass weeds than herbicides applied individually.
20171830-36,http://agask.uqcloud.net/agotatorapi/resources/20171830.pdf,Efficacy of residual herbicideÃ¢ÂÂDarling Downs,T3 FlameÃÂ® (Group B)  T7 BalanceÃÂ® (Group H) and T9 ValorÃÂ® (Group G) have provided control of sowthistle and other broadleaf weeds however when combined with herbicides of different modes of action (for example T14  T10  T11  T20  T19  T18)  results can be significantly better. Similarly  when T3 FlameÃÂ® (Group B)  which is registered to control grass weeds  is combined with herbicides of other modes of action  for example T16  T14  T19  T11  better results can be achieved on a wider range of weeds. T6 (Group D)  T4 TerbyneÃÂ® XtremeÃÂ®875 (Group C)  T9 ValorÃÂ® (Group G) and T8 Group K have also been shown to provide better control when combined with herbicides with other modes of action.
20171830-37,http://agask.uqcloud.net/agotatorapi/resources/20171830.pdf,Efficacy of residual herbicideÃ¢ÂÂDarling Downs,Results also indicate that control of both broadleaf and grass weeds can be achieved when herbicides with different modes of action are combined. The use of residual fallow herbicides can play an important role in an integrated weed management program. Growers must consider the plant back period when using residual herbicides.
